"","type","tot_auc"
"273","symptomatic",8.97018776337071e-05
"274","asymptomatic",0.000407659636252158
"275","symptomatic",0.000461869962432368
"276","asymptomatic",0.916543883526041
"277","asymptomatic",0.00168116013281813
"278","symptomatic",0.00742672227495276
"279","asymptomatic",1.73780509628522
"280","symptomatic",1.03114001414262
"281","symptomatic",3.21764457551139
"282","symptomatic",0.000113073506939866
"283","asymptomatic",0.0622399848420976
"284","symptomatic",0.876435435300414
"285","asymptomatic",2.7894790763702
"286","symptomatic",0.0333841894533211
"287","symptomatic",0.000108980395262201
"288","symptomatic",0.106521572061667
"289","symptomatic",0.000136018654477554
"290","asymptomatic",0.153697617991523
"291","symptomatic",0.522718495727633
"292","symptomatic",0.0001031983268578
"293","symptomatic",0.734658060263889
"294","symptomatic",0.79378189769889
"295","symptomatic",9.48668062166352e-05
"296","symptomatic",0.14753326713351
"297","symptomatic",0.000727085773502012
"298","symptomatic",0.00110212504388563
"299","asymptomatic",0.00564925589223021
"300","symptomatic",0.125033632282047
"301","asymptomatic",0.0470412323673109
"302","symptomatic",0.259965860953047
"303","symptomatic",1.8535574265039
"304","asymptomatic",0.027052784831698
"305","symptomatic",0.229640380516925
"306","symptomatic",1.51551625124412
"307","symptomatic",0.132383389818193
"308","symptomatic",0.000275963862441983
"309","symptomatic",0.00882646212602185
"310","asymptomatic",0.154630278057203
"311","symptomatic",0.0285708123745277
"312","symptomatic",4.04046777725646
"313","symptomatic",0.0024502965832483
"314","symptomatic",0.000120299114222045
"315","symptomatic",1.27340818688317
"316","symptomatic",1.47676326889459
"317","symptomatic",0.105310132484936
"318","symptomatic",7.97804193868211e-05
"319","symptomatic",0.347022785672955
"320","asymptomatic",2.56230873334513
"321","symptomatic",0.000100507356139904
"322","asymptomatic",3.43642373176386
"323","asymptomatic",0.0191830626281036
"324","asymptomatic",0.00292354859974231
"325","symptomatic",0.00605702754273182
"326","asymptomatic",0.125503828810085
"327","symptomatic",4.61693752801481
"328","symptomatic",3.47601015070949
"329","asymptomatic",0.000153623820329052
"330","symptomatic",0.247460355876433
"331","asymptomatic",0.000163696219400892
"332","symptomatic",0.000994009718057377
"333","asymptomatic",2.22493514323514
"334","symptomatic",0.0333702757716525
"335","asymptomatic",0.00145406132294608
"336","symptomatic",0.000122390184185593
"337","asymptomatic",1.65903950464747
"338","asymptomatic",0.000195201892388814
"339","symptomatic",0.000720704832126317
"340","asymptomatic",0.00287588892692893
"341","symptomatic",0.798032861419231
"342","asymptomatic",0.000198970505297969
"343","asymptomatic",2.999974322359
"344","symptomatic",0.0013916889432719
"345","asymptomatic",0.106582113777934
"346","symptomatic",0.04757885012598
"347","asymptomatic",3.0332464491202
"348","symptomatic",4.89902300140706
"349","asymptomatic",0.000159975875655111
"350","asymptomatic",0.0267277809307414
"351","symptomatic",0.00125548588980781
"352","asymptomatic",0.000199278264253969
"353","symptomatic",4.3326449817466
"354","asymptomatic",0.0042328527938157
"355","symptomatic",1.83329367783315
"356","symptomatic",0.00211732281153993
"357","asymptomatic",0.00373983288947248
"358","asymptomatic",0.0296297187553492
"359","asymptomatic",1.17708439909256
"360","symptomatic",0.000114477988727893
"361","symptomatic",1.70591940424732
"362","symptomatic",3.81540892102808
"363","symptomatic",4.43705972541881
"364","symptomatic",0.00352000412450167
"365","symptomatic",0.417901222154823
"366","symptomatic",0.0074697796719561
"367","asymptomatic",0.00013860335458732
"368","asymptomatic",0.0523015348826128
"369","asymptomatic",1.22718326147187
"370","symptomatic",0.0615979708856108
"371","symptomatic",0.0249562286594489
"372","asymptomatic",0.170449117624279
"373","symptomatic",2.28226477213216
"374","asymptomatic",1.11111324984018
"375","symptomatic",9.41843219026788e-05
"376","symptomatic",1.83329367783315
"377","symptomatic",0.0614417643989601
"378","symptomatic",0.406263293866156
"379","symptomatic",8.44603304643917e-05
"380","symptomatic",0.000319385941438339
"381","symptomatic",0.000103715177403731
"382","symptomatic",0.000149617257387663
"383","symptomatic",1.10276108929747
"384","symptomatic",4.69965205909387
"385","symptomatic",0.0254501551884549
"386","asymptomatic",0.000145041492843441
"387","symptomatic",0.492874194714987
"388","symptomatic",1.17420479118087
"389","symptomatic",0.165924469397183
"390","asymptomatic",0.000307994109356477
"391","asymptomatic",0.000642362773646093
"392","symptomatic",0.000316744762246941
"393","symptomatic",5.46887523134734
"394","symptomatic",0.67863029455588
"395","symptomatic",2.15007102927699
"396","asymptomatic",0.000138008157235678
"397","asymptomatic",0.789722982340699
"398","symptomatic",0.0391544940995884
"399","symptomatic",0.0039294485513433
"400","symptomatic",2.97650352378909
"401","symptomatic",0.0562484412031748
"402","symptomatic",1.87639419768385
"403","asymptomatic",1.28936226923945
"404","asymptomatic",0.456901084764124
"405","asymptomatic",1.27427747792446
"406","asymptomatic",0.28987891314534
"407","symptomatic",2.09418750357881
"408","symptomatic",0.106259719810631
"409","asymptomatic",2.34066428297215
"410","symptomatic",4.54515526409147
"411","symptomatic",0.0024502965832483
"412","symptomatic",0.000267526417005643
"413","symptomatic",0.000117953414997981
"414","symptomatic",2.8130615385846
"415","symptomatic",0.14706786089119
"416","symptomatic",2.58226729971274
"417","symptomatic",1.03114001414262
"418","symptomatic",0.340127784280181
"419","symptomatic",0.000110024110875127
"420","asymptomatic",2.33242549171461
"421","asymptomatic",2.01581238418509
"422","asymptomatic",0.00123858922156098
"423","symptomatic",0.795534630482201
"424","symptomatic",0.000214752998486552
"425","symptomatic",0.000117638390867621
"426","asymptomatic",0.000154600983667291
"427","symptomatic",2.27272706232374
"428","symptomatic",5.93374505830249
"429","asymptomatic",0.70448294817878
"430","asymptomatic",0.000604659428219484
"431","symptomatic",0.67274781554934
"432","symptomatic",0.000113430280289074
"433","symptomatic",0.00445398904872817
"434","asymptomatic",3.07400893306717
"435","symptomatic",2.47610066734689
"436","symptomatic",1.09195900237902
"437","symptomatic",0.000107056609740484
"438","symptomatic",2.35203261122949
"439","asymptomatic",2.8831476222475
"440","symptomatic",0.0121928460498006
"441","symptomatic",4.70761645854895
"442","asymptomatic",1.65336354173332
"443","symptomatic",0.000276989921630103
"444","symptomatic",0.000134417410303742
"445","symptomatic",0.0635850892701275
"446","symptomatic",0.0136929219892161
"447","symptomatic",8.31724409217605e-05
"448","symptomatic",0.0220182982703026
"449","asymptomatic",0.000145041492843441
"450","symptomatic",0.0358185315984652
"451","symptomatic",0.570684630218061
"452","asymptomatic",0.000147171522685741
"453","symptomatic",0.000159954978959412
"454","asymptomatic",0.0039733416582544
"455","symptomatic",0.000110666683537787
"456","asymptomatic",0.532127029950607
"457","asymptomatic",2.18557226026834
"458","symptomatic",0.682959772322858
"459","symptomatic",0.126955013029475
"460","symptomatic",7.55774203536207e-05
"461","asymptomatic",0.00536294932223921
"462","asymptomatic",0.0256395038607765
"463","symptomatic",0.000931060469926981
"464","symptomatic",4.43705972541881
"465","symptomatic",7.342307303544
"466","asymptomatic",0.4829312608176
"467","symptomatic",6.06989469935175
"468","asymptomatic",0.0294467236673015
"469","symptomatic",0.742304695780601
"470","symptomatic",0.0823559401985543
"471","symptomatic",0.00617072486654205
"472","symptomatic",8.55704107159066e-05
"473","asymptomatic",2.68051641154651
"474","symptomatic",0.0374754467794245
"475","symptomatic",3.91712461061175
"476","symptomatic",0.000321572865866104
"477","symptomatic",0.117937943288504
"478","symptomatic",0.000137619651778427
"479","symptomatic",0.000131007126678217
"480","symptomatic",0.000189900918335104
"481","symptomatic",1.09567905251994
"482","symptomatic",0.000112430173774994
"483","symptomatic",0.000121832282893433
"484","symptomatic",0.425172150129719
"485","asymptomatic",3.39378617256855
"486","symptomatic",0.00201032982356323
"487","asymptomatic",0.00143815303032398
"488","symptomatic",1.64291738591072
"489","symptomatic",0.00494673380388816
"490","symptomatic",0.000110343742347799
"491","symptomatic",0.835722051169351
"492","asymptomatic",0.000142004176245772
"493","symptomatic",0.000105665269252493
"494","symptomatic",8.96371962844605e-05
"495","symptomatic",0.385386964971358
"496","asymptomatic",3.15189569777175
"497","asymptomatic",0.463475774456801
"498","symptomatic",0.00142344004369437
"499","asymptomatic",0.000175812178266226
"500","symptomatic",9.8431869304155e-05
"501","asymptomatic",0.61448687832614
"502","asymptomatic",0.0145446771570268
"503","asymptomatic",0.000172337302832606
"504","asymptomatic",0.104032557531739
"505","symptomatic",0.000575043863038008
"506","symptomatic",0.00551737469795979
"507","symptomatic",0.844599701881003
"508","symptomatic",4.94809044411298
"509","symptomatic",2.93207112819332
"510","symptomatic",0.000153333207788467
"511","symptomatic",0.187913646169853
"512","symptomatic",2.17292792318998
"513","symptomatic",0.195310934811161
"514","symptomatic",0.000331836777352471
"515","symptomatic",0.00495216231627121
"516","asymptomatic",0.00563721806115721
"517","symptomatic",0.0503162934645387
"518","asymptomatic",0.0614433525616857
"519","symptomatic",9.0248979568285e-05
"520","asymptomatic",0.000154059748719837
"521","symptomatic",0.00010247446110966
"522","asymptomatic",0.657656444224937
"523","asymptomatic",1.55439372841431
"524","symptomatic",0.435328934832474
"525","symptomatic",0.0307925789792339
"526","symptomatic",0.0106614259612073
"527","symptomatic",0.000683440568245485
"528","symptomatic",0.000275363819130295
"529","symptomatic",3.84626111909722
"530","asymptomatic",0.000148117185860611
"531","symptomatic",0.0033344370603973
"532","symptomatic",0.000505631423144275
"533","asymptomatic",0.15996272912592
"534","symptomatic",1.54494550009217
"535","symptomatic",0.000113430280289074
"536","symptomatic",9.36082839402341e-05
"537","symptomatic",2.62204230267394
"538","symptomatic",1.44790887902566
"539","symptomatic",1.19296136042972
"540","asymptomatic",0.00014142441067621
"541","asymptomatic",3.2961471365659
"542","asymptomatic",0.000642362773646093
"543","asymptomatic",0.953184597251589
"544","symptomatic",0.230244910686009
"545","asymptomatic",0.123789133001394
"546","symptomatic",0.293506082327946
"547","symptomatic",5.46060855968397
"548","symptomatic",0.0136929219892161
"549","symptomatic",0.000117058330053709
"550","symptomatic",0.0801892909544821
"551","symptomatic",0.00390309055705662
"552","symptomatic",2.13043707450939
"553","asymptomatic",2.8816326271702
"554","symptomatic",0.978297708848472
"555","asymptomatic",0.448539104002965
"556","symptomatic",9.17957650056626e-05
"557","symptomatic",0.000126299009177402
"558","symptomatic",0.745767866578257
"559","asymptomatic",1.22718326147187
"560","symptomatic",1.56315835859598
"561","asymptomatic",1.05355379955402
"562","asymptomatic",0.000231517447901329
"563","asymptomatic",0.000133515033416351
"564","symptomatic",9.23938040535403e-05
"565","symptomatic",6.22554477686253
"566","symptomatic",0.00886069930812535
"567","symptomatic",3.92703816618866
"568","asymptomatic",0.0591242821809274
"569","symptomatic",4.06715470883722
"570","symptomatic",0.000102988966666823
"571","asymptomatic",0.000147343615142198
"572","asymptomatic",0.843545030970987
"573","symptomatic",1.23680285577499
"574","symptomatic",0.000111188910498527
"575","symptomatic",0.000118228598673477
"576","asymptomatic",0.000140037372967999
"577","symptomatic",0.000273381760697343
"578","asymptomatic",0.364393148410468
"579","symptomatic",0.000157071301379028
"580","asymptomatic",0.000749736007603998
"581","asymptomatic",0.892607647277551
"582","asymptomatic",0.000182241057299481
"583","symptomatic",1.2123453083832
"584","symptomatic",2.40161329414505
"585","symptomatic",0.00361449200059322
"586","symptomatic",0.000107651815472763
"587","symptomatic",0.000114941989588934
"588","symptomatic",0.000134933944774164
"589","symptomatic",0.0129324049272154
"590","symptomatic",0.0019570485814476
"591","symptomatic",0.000157517354475857
"592","asymptomatic",1.51210906308145
"593","symptomatic",0.0249562286594489
"594","symptomatic",0.370906061783885
"595","symptomatic",0.986466512911965
"596","symptomatic",0.00011083532055113
"597","symptomatic",0.702300793373083
"598","symptomatic",0.000113477351711263
"599","asymptomatic",0.1211634048788
"600","asymptomatic",2.54161492118146
"601","symptomatic",2.84556584460431
"602","symptomatic",0.340113688963645
"603","symptomatic",0.125033632282047
"604","symptomatic",0.0178380962065066
"605","symptomatic",0.0016397378895472
"606","asymptomatic",3.39729588122195
"607","symptomatic",9.60767018054073e-05
"608","symptomatic",0.00301718235519634
"609","asymptomatic",0.000293136895059441
"610","asymptomatic",0.2948838632127
"611","symptomatic",0.0121562139629421
"612","symptomatic",0.180936203193459
"613","symptomatic",3.12962515705648
"614","symptomatic",2.93795642232863
"615","asymptomatic",0.279115981217348
"616","asymptomatic",0.387744075768401
"617","symptomatic",1.52979409969547
"618","symptomatic",0.000102331001706856
"619","symptomatic",0.0943477770390349
"620","symptomatic",0.000384690666832025
"621","symptomatic",1.19308134206891
"622","symptomatic",0.000128379793048515
"623","symptomatic",0.372695726242895
"624","symptomatic",0.0210309370474642
"625","symptomatic",0.0411191073715511
"626","symptomatic",0.410632169666998
"627","symptomatic",0.000242144535938815
"628","symptomatic",9.06477047103829e-05
"629","asymptomatic",0.0060509647802928
"630","symptomatic",0.000278580928707442
"631","symptomatic",0.000111330885578086
"632","asymptomatic",0.2948838632127
"633","symptomatic",0.664731940635764
"634","symptomatic",2.04537694308068
"635","symptomatic",0.042044047417416
"636","asymptomatic",1.59510260195901
"637","symptomatic",0.000128515591102917
"638","asymptomatic",0.000157789978331419
"639","symptomatic",0.00319741619452348
"640","asymptomatic",1.6349290212929
"641","symptomatic",9.98309724453844e-05
"642","symptomatic",9.15369602778206e-05
"643","symptomatic",2.00851900550344
"644","symptomatic",0.0466221996950478
"645","symptomatic",0.00025676940962082
"646","symptomatic",0.000121250306120941
"647","symptomatic",0.641565091263452
"648","symptomatic",0.000209550600160542
"649","symptomatic",0.000446651558218661
"650","symptomatic",0.00360627668170867
"651","asymptomatic",0.139532742147408
"652","asymptomatic",1.3482451232544
"653","asymptomatic",3.07400893306717
"654","symptomatic",0.000119016366436281
"655","symptomatic",0.733713698401991
"656","symptomatic",5.92020385969663
"657","symptomatic",9.24848844940289e-05
"658","symptomatic",0.005848285768723
"659","asymptomatic",0.357386325185001
"660","symptomatic",9.70503054306659e-05
"661","asymptomatic",0.0899701310075851
"662","asymptomatic",1.78397319084627
"663","symptomatic",4.024391973508
"664","symptomatic",0.000121650986614932
"665","symptomatic",0.000109383818384626
"666","symptomatic",8.81743808945793e-05
"667","asymptomatic",0.00050114774295873
"668","symptomatic",0.000654681454932645
"669","symptomatic",0.000186491209711979
"670","asymptomatic",0.520657105441777
"671","symptomatic",0.254004543943064
"672","asymptomatic",0.054561810934926
"673","symptomatic",4.58273236703959
"674","symptomatic",0.00637523589392809
"675","symptomatic",1.25503875398293
"676","symptomatic",0.49984912115794
"677","symptomatic",0.643363204518865
"678","symptomatic",2.30515474770404
"679","asymptomatic",2.67155375661003
"680","symptomatic",0.0829167677643649
"681","symptomatic",1.07577301755668
"682","symptomatic",0.00229686076877657
"683","asymptomatic",0.486715575396902
"684","symptomatic",0.168382254026311
"685","symptomatic",1.15219965509962
"686","symptomatic",0.00843225585203657
"687","symptomatic",0.00317659466430778
"688","symptomatic",0.00928803564510995
"689","symptomatic",5.35698857740209
"690","symptomatic",7.35561095959646
"691","symptomatic",0.224874397505678
"692","symptomatic",0.456926529797066
"693","asymptomatic",0.276482360419868
"694","asymptomatic",0.210418894144049
"695","symptomatic",0.00236965187283098
"696","symptomatic",0.000100102411222232
"697","symptomatic",4.09066759484649
"698","symptomatic",1.74030251156989
"699","asymptomatic",0.000133540903697552
"700","asymptomatic",2.84861646934213
"701","symptomatic",0.000147246797139059
"702","symptomatic",2.23433884791923
"703","symptomatic",3.72193466268118
"704","asymptomatic",1.417609023453
"705","symptomatic",0.0328020489841704
"706","symptomatic",0.0168534500812181
"707","symptomatic",0.0332245914137945
"708","symptomatic",0.000241331573884402
"709","symptomatic",0.000253504771378328
"710","symptomatic",0.196045509397419
"711","symptomatic",0.000111335558032716
"712","asymptomatic",0.000195201892388814
"713","asymptomatic",0.000222396298609673
"714","symptomatic",1.55181801714776
"715","symptomatic",0.315325526373344
"716","symptomatic",0.0391725683016191
"717","asymptomatic",0.00341500726542107
"718","asymptomatic",1.6414242651328
"719","symptomatic",8.2655625790924e-05
"720","symptomatic",0.34862862539564
"721","symptomatic",8.22880726658482e-05
"722","symptomatic",9.1507370304506e-05
"723","symptomatic",0.00956785018946702
"724","symptomatic",0.0144692467841996
"725","asymptomatic",1.23414787296462
"726","symptomatic",0.765871672280151
"727","asymptomatic",0.0504255978898736
"728","asymptomatic",0.0011989148763731
"729","symptomatic",0.000697897970657339
"730","symptomatic",0.000748367134570132
"731","symptomatic",0.0285708123745277
"732","asymptomatic",0.0105259862185757
"733","symptomatic",0.0338060686858683
"734","asymptomatic",1.65644978804097
"735","asymptomatic",0.075587806495626
"736","symptomatic",8.36105213051216e-05
"737","symptomatic",3.45122269286659
"738","symptomatic",0.239584408611322
"739","symptomatic",0.388334020170411
"740","symptomatic",0.000113208751123631
"741","symptomatic",0.0120805897870336
"742","symptomatic",0.000143938993554857
"743","symptomatic",0.320853652396664
"744","symptomatic",6.36466874461988
"745","asymptomatic",0.000142045121768746
"746","asymptomatic",0.000141368623104511
"747","asymptomatic",0.231397259876762
"748","symptomatic",0.782420908538143
"749","asymptomatic",1.04680677413
"750","symptomatic",0.0481729502827635
"751","symptomatic",0.000178084429112401
"752","symptomatic",4.19464006386982
"753","symptomatic",0.103135713603697
"754","symptomatic",2.27582492392082
"755","symptomatic",3.03256111366035
"756","symptomatic",0.342395762222323
"757","asymptomatic",0.000158577558442186
"758","symptomatic",0.0264609135698677
"759","symptomatic",0.649930995605571
"760","asymptomatic",0.0068084569925685
"761","symptomatic",5.28408811668179
"762","symptomatic",9.57404223883217e-05
"763","asymptomatic",0.0256462132275205
"764","symptomatic",1.51211210835545
"765","symptomatic",0.270585605056616
"766","symptomatic",9.71540254046496e-05
"767","symptomatic",0.0307925789792339
"768","symptomatic",9.87301369549349e-05
"769","asymptomatic",0.107371874871336
"770","asymptomatic",1.47880863861491
"771","symptomatic",1.39162672292444
"772","symptomatic",0.0114931600107071
"773","symptomatic",0.950875347331905
"774","asymptomatic",2.10882342378859
"775","symptomatic",0.00297425714566879
"776","symptomatic",0.00152809850862655
"777","asymptomatic",0.67702555434209
"778","asymptomatic",0.54537259319549
"779","asymptomatic",0.000136602938263739
"780","symptomatic",1.03965452738761
