"","type","tot_auc"
"1","asymptomatic",3.23267906888386
"2","symptomatic",1.02869468056062
"3","asymptomatic",0.000201959282602728
"4","symptomatic",0.664731940635764
"5","symptomatic",0.041931874914095
"6","asymptomatic",0.00290489067423366
"7","symptomatic",0.000724702505319291
"8","symptomatic",3.28119475132497
"9","asymptomatic",0.00457793764440939
"10","asymptomatic",1.40703295932309
"11","asymptomatic",0.00014289544178641
"12","symptomatic",0.000861427127909491
"13","symptomatic",0.00973343950297724
"14","symptomatic",0.557520511989884
"15","symptomatic",0.0466037828013651
"16","asymptomatic",1.21271634457229
"17","asymptomatic",1.49923696389142
"18","asymptomatic",0.712285465342576
"19","symptomatic",0.000103953472364586
"20","asymptomatic",0.000142113241652469
"21","symptomatic",0.000189277273744363
"22","symptomatic",0.174773119623722
"23","symptomatic",4.72473123484164
"24","asymptomatic",0.00302285242715662
"25","symptomatic",1.12152379487704
"26","asymptomatic",3.13270020419064
"27","asymptomatic",0.0220414494917862
"28","symptomatic",0.000112432245535473
"29","asymptomatic",0.000145460612742255
"30","symptomatic",0.0423895289549092
"31","asymptomatic",0.213000700212381
"32","symptomatic",0.0066203528174096
"33","symptomatic",3.63073820161553
"34","asymptomatic",2.12601732462212
"35","symptomatic",0.327082770775191
"36","asymptomatic",0.424012633422294
"37","symptomatic",0.55052461108079
"38","symptomatic",6.19191334067288
"39","symptomatic",0.00363973515250786
"40","asymptomatic",0.014125533769281
"41","symptomatic",0.0157572987929925
"42","symptomatic",9.48313189483481e-05
"43","symptomatic",0.000202946342459333
"44","asymptomatic",1.09362901890239
"45","symptomatic",0.0198493602862614
"46","asymptomatic",0.00751592957178732
"47","symptomatic",4.48360613320474
"48","asymptomatic",0.440780052085723
"49","symptomatic",0.168783167251333
"50","symptomatic",0.241710226545281
"51","asymptomatic",0.000900186461523386
"52","symptomatic",0.649930995605571
"53","symptomatic",1.59983521734301
"54","symptomatic",0.000503144753046014
"55","symptomatic",0.00013713734998606
"56","symptomatic",0.156253085839643
"57","symptomatic",0.121692639225584
"58","asymptomatic",3.67689772631619
"59","symptomatic",0.0774425160364128
"60","asymptomatic",0.00134487958828514
"61","asymptomatic",0.371122019530607
"62","symptomatic",0.0959511179003057
"63","symptomatic",0.863916561585419
"64","symptomatic",0.0580957858736437
"65","symptomatic",5.74402295804142
"66","symptomatic",0.309753984774417
"67","symptomatic",0.0985360880946549
"68","symptomatic",0.00833209591371572
"69","symptomatic",0.82142679015591
"70","symptomatic",0.234834534797288
"71","asymptomatic",0.000604659428219484
"72","asymptomatic",0.851321048727983
"73","asymptomatic",0.000207384355742622
"74","symptomatic",8.9103361501781e-05
"75","symptomatic",0.00585773045197736
"76","symptomatic",1.05170078075307
"77","symptomatic",3.044368944086
"78","symptomatic",0.000275733318888424
"79","symptomatic",2.63615460865683
"80","symptomatic",0.071830113724245
"81","symptomatic",0.551921343084259
"82","symptomatic",0.00012780260685763
"83","symptomatic",0.00583612290096395
"84","symptomatic",0.379686054530464
"85","symptomatic",0.000160045626825426
"86","symptomatic",0.00139076171612478
"87","asymptomatic",0.115501190841145
"88","symptomatic",8.88301093051302e-05
"89","symptomatic",9.90094315792631e-05
"90","symptomatic",0.000390989379267027
"91","symptomatic",1.60435971181759
"92","symptomatic",0.29324611514645
"93","symptomatic",0.930124660684995
"94","symptomatic",0.211739887567034
"95","symptomatic",0.202649008813092
"96","symptomatic",0.942387277317905
"97","symptomatic",0.0193321290162044
"98","symptomatic",0.0532931486097291
"99","asymptomatic",1.23517970417862
"100","asymptomatic",0.00943941535277783
"101","symptomatic",0.521593503762507
"102","symptomatic",2.20558608965105
"103","asymptomatic",1.67274651839863
"104","asymptomatic",0.00568531388508827
"105","symptomatic",5.65573937202402
"106","symptomatic",0.000213228852949169
"107","asymptomatic",0.00014358228329735
"108","asymptomatic",1.28334745764447
"109","asymptomatic",0.982448376674986
"110","asymptomatic",0.195258190329639
"111","symptomatic",2.23208123526349
"112","symptomatic",0.000193731471667051
"113","symptomatic",0.110168472552506
"114","symptomatic",0.273891952721767
"115","asymptomatic",1.66668637134732
"116","symptomatic",0.000353940349311697
"117","symptomatic",0.00304276412089961
"118","symptomatic",3.67658602607222
"119","symptomatic",0.109680651775774
"120","symptomatic",3.05385100536305
"121","symptomatic",0.000120853908308476
"122","symptomatic",0.0604751498625732
"123","asymptomatic",0.420418016640841
"124","symptomatic",0.00139057682636866
"125","symptomatic",0.0207145528152025
"126","symptomatic",0.000210676699529373
"127","asymptomatic",0.0001866498255184
"128","symptomatic",0.414631295500091
"129","symptomatic",1.61421910990231
"130","symptomatic",4.32796082763239
"131","symptomatic",0.00778510989218859
"132","symptomatic",0.000102137698389587
"133","symptomatic",0.000105273408626919
"134","asymptomatic",2.6348238659478
"135","asymptomatic",1.84235738762191
"136","symptomatic",0.000144588641460702
"137","symptomatic",1.22800490375495
"138","asymptomatic",0.00027327297806615
"139","asymptomatic",0.000151821030232155
"140","symptomatic",0.000112474093980287
"141","symptomatic",0.032006291369164
"142","symptomatic",0.00010475125794161
"143","asymptomatic",0.925726865354002
"144","symptomatic",1.05932957264452
"145","asymptomatic",3.10680201164698
"146","symptomatic",1.98036216665293
"147","symptomatic",0.203224601917425
"148","symptomatic",0.000104905807190023
"149","asymptomatic",0.874910256022035
"150","symptomatic",1.13040059967993
"151","symptomatic",0.00505697107108001
"152","symptomatic",0.000100617269474302
"153","symptomatic",0.00116965216405787
"154","symptomatic",0.00464387288515012
"155","asymptomatic",3.34021009786007
"156","asymptomatic",0.0355349223495206
"157","asymptomatic",0.00203508386934206
"158","symptomatic",8.58462770382332e-05
"159","symptomatic",1.71424659088817
"160","symptomatic",0.0169782316195925
"161","symptomatic",4.68352733944865
"162","symptomatic",0.00059095254834145
"163","asymptomatic",1.66023466907184
"164","symptomatic",8.0697606712632
"165","asymptomatic",1.14209038878682
"166","symptomatic",3.984388436357
"167","symptomatic",0.82142679015591
"168","symptomatic",4.70704839522234
"169","symptomatic",0.834403338959113
"170","asymptomatic",0.000136350034985421
"171","symptomatic",5.5776948242011
"172","symptomatic",0.000142175113033912
"173","asymptomatic",0.0950379595622265
"174","asymptomatic",2.69552797464483
"175","symptomatic",3.95658375150597
"176","symptomatic",1.65610570402019
"177","asymptomatic",0.000151017904126401
"178","asymptomatic",0.000198566059396811
"179","asymptomatic",0.000142038466025518
"180","asymptomatic",0.000141361220303232
"181","symptomatic",0.0201618047528078
"182","asymptomatic",0.00119120154410854
"183","asymptomatic",2.25946272616551
"184","asymptomatic",0.670508301018935
"185","asymptomatic",0.000148117185860611
"186","symptomatic",8.03782417229761e-05
"187","symptomatic",4.02073336062658
"188","symptomatic",0.361664290905788
"189","symptomatic",2.4452371575821
"190","symptomatic",3.56411714609136
"191","symptomatic",0.000183467995652124
"192","asymptomatic",0.426079395883597
"193","asymptomatic",0.000142171077910677
"194","asymptomatic",0.000597881522306902
"195","symptomatic",2.30515474770404
"196","symptomatic",8.81743808945793e-05
"197","symptomatic",0.000148038045965592
"198","symptomatic",0.422787785906155
"199","asymptomatic",0.350119366330423
"200","symptomatic",0.000141045414312416
"201","asymptomatic",1.19286044384579
"202","symptomatic",0.00212784184632742
"203","symptomatic",0.000148010922352996
"204","symptomatic",0.513278231318674
"205","asymptomatic",2.62010391365075
"206","symptomatic",0.000821629404617912
"207","asymptomatic",0.000138595839851515
"208","asymptomatic",0.587607826123364
"209","symptomatic",0.000959245282678022
"210","symptomatic",1.37500067446631
"211","symptomatic",0.131466682287633
"212","symptomatic",0.0801892909544821
"213","asymptomatic",0.108214607328472
"214","symptomatic",0.00222076895876426
"215","symptomatic",5.00242086452846
"216","symptomatic",0.000163954753676304
"217","symptomatic",2.28933026498123
"218","symptomatic",0.234379162462316
"219","symptomatic",9.11886422734085e-05
"220","symptomatic",0.0121649770461206
"221","symptomatic",0.000120434218444002
"222","symptomatic",1.00448577247014
"223","asymptomatic",0.00168116013281813
"224","symptomatic",1.85863611157612
"225","asymptomatic",0.490108136046728
"226","symptomatic",0.000137703729975986
"227","asymptomatic",2.24045989607432
"228","asymptomatic",3.1147025659242
"229","asymptomatic",0.000158642542471391
"230","symptomatic",0.14753326713351
"231","asymptomatic",2.37368757888225
"232","symptomatic",9.86647464425703e-05
"233","symptomatic",0.000148675875083066
"234","symptomatic",3.12764792633662
"235","symptomatic",4.28208596686114
"236","symptomatic",0.0047386108964107
"237","asymptomatic",0.101832666181288
"238","asymptomatic",0.000150594309342867
"239","symptomatic",0.484452470456017
"240","asymptomatic",0.0107798456540505
"241","asymptomatic",1.90616295141203
"242","symptomatic",2.01542083796005
"243","symptomatic",0.0291022548508769
"244","symptomatic",0.000195423651707745
"245","symptomatic",0.687214894081312
"246","symptomatic",0.00121964766771757
"247","asymptomatic",0.000263875464427242
"248","asymptomatic",0.000132494438555062
"249","symptomatic",0.000195370980554602
"250","symptomatic",0.000120134802145408
"251","symptomatic",2.69433289620568
"252","symptomatic",0.000141696356182418
"253","symptomatic",0.000691732108286681
"254","symptomatic",0.891495064955867
"255","symptomatic",0.0689876024799956
"256","symptomatic",2.44646541540395
"257","symptomatic",0.160759027685695
"258","symptomatic",8.01545243848395e-05
"259","symptomatic",0.00764786104358992
"260","symptomatic",0.0035742241386991
"261","symptomatic",0.000246122862388057
"262","symptomatic",0.0125882576275219
"263","asymptomatic",2.24688826013548
"264","symptomatic",0.596093995266393
"265","symptomatic",9.71958769554457e-05
"266","symptomatic",0.117988301046488
"267","symptomatic",1.40674138329529
"268","symptomatic",4.70379143739323
"269","asymptomatic",0.164616525396999
"270","symptomatic",0.000126387970888531
"271","symptomatic",0.000291433394187259
"272","symptomatic",0.0407937860268922
