"","origin_country_iso_code","destination_country_iso_code","imported_cases_mid","imported_cases_low","imported_cases_high","country","incidence_mid","incidence_low","incidence_high"
"1","GBR","ARE",4234.94824380674,3947.45603719143,4652.01533334363,"United Arab Emirates",1362.28897652206,1277.44053153879,1532.82926794742
"2","GBR","AUT",938.426031298084,874.720371877646,1030.84430682046,"Austria",4884.00135782278,2527.70967741936,7554.40096002448
"3","GBR","BEL",2237.78515155697,2085.87165601593,2458.16719318726,"Belgium",2455.34075372115,2230.67742987519,68137.4481531436
"4","GBR","BGR",112.290294343361,104.66739492553,123.348891414414,"Bulgaria",5349.11633546432,4822.36559717239,6004.27051931367
"5","GBR","BHR",376.974559581282,351.383397249995,414.099849748391,"Bahrain",189.766578226883,184.489881349577,211.576866231528
"6","GBR","BLR",104.26955903312,97.1911524308496,114.538256313385,"Belarus",2251.02036254205,2142.89140826139,2367.20752054468
"7","GBR","BMU",128.331764963841,119.619879914892,140.970161616474,NA,NA,NA,NA
"8","GBR","BRA",433.119706752962,403.71709471276,475.774295455598,"Brazil",52041.4197390311,48261.5782895393,103947.046446338
"9","GBR","BRB",601.555148268003,560.718187101055,660.79763257722,"Barbados",4.59440219907055,4.14668155398339,5.15271528853864
"10","GBR","BRN",16.0414706204801,14.9524849893615,17.6212702020592,"Brunei",0.317137085211523,0.267279794185616,0.382578307086948
"11","GBR","CAN",1203.11029653601,1121.43637420211,1321.59526515444,NA,NA,NA,NA
"12","GBR","CHE",3793.80780174354,3536.26269998399,4167.430402787,"Switzerland",4977.00042777998,4039.48387096774,17189.5776319704
"13","GBR","CHN",32.0829412409601,29.904969978723,35.2425404041184,NA,NA,NA,NA
"14","GBR","COL",16.0414706204801,14.9524849893615,17.6212702020592,"Colombia",12083.4634928381,11084.2273918567,28007.7946701347
"15","GBR","CRI",8.02073531024004,7.47624249468074,8.8106351010296,"Costa Rica",1401.52719835454,1281.00513603305,1609.79821075254
"16","GBR","CYP",601.555148268003,560.718187101055,660.79763257722,"Cyprus",383.781081578141,369.483871079561,422.714105494165
"17","GBR","CZE",802.073531024004,747.624249468074,881.06351010296,"Czechia",13167.9373054023,11894.1368821679,14868.9651157687
"18","GBR","DEU",10707.6816391704,9980.78373039879,11762.1978598745,"Germany",268282.761227726,196078.08317372,293407.14726731
"19","GBR","DNK",1251.23470839745,1166.2938291702,1374.45907576062,"Denmark",2740.30610021432,2687.14476329569,3016.33889183567
"20","GBR","ESP",7314.91060293891,6818.33315514883,8035.29921213899,"Spain",12902.0996925085,10892.5048651361,19375.1706751973
"21","GBR","EST",176.456176825281,164.477334882976,193.833972222651,"Estonia",564.435124594312,550.351475057235,583.000372346239
"22","GBR","FIN",585.513677647523,545.765702111694,643.176362375161,"Finland",558.882640714707,534.965636391724,593.747624724233
"23","GBR","FRA",5710.76354089091,5323.08465621269,6273.17219193307,"France",25090.9437858947,14837.8489006014,49433.5787170662
"24","GBR","GGY",778.011325093284,725.195521984032,854.631604799871,NA,NA,NA,NA
"25","GBR","GIB",128.331764963841,119.619879914892,140.970161616474,NA,NA,NA,NA
"26","GBR","GRC",922.384560677604,859.767886888285,1013.2230366184,"Greece",3347.80490834674,2984.79747043672,4260.38827779233
"27","GBR","HKG",1058.73706095168,986.864009297857,1163.00383333591,NA,NA,NA,NA
"28","GBR","HRV",56.1451471716803,52.3336974627652,61.6744457072072,"Croatia",3883.86879053331,3449.0298739473,4458.33125110645
"29","GBR","HUN",745.928383852323,695.290552005309,819.389064395752,"Hungary",6861.21409662886,3399.74193548387,9430.2838309035
"30","GBR","IMN",449.161177373442,418.669579702121,493.395565657657,NA,NA,NA,NA
"31","GBR","IND",1403.62867929201,1308.34243656913,1541.86114268018,"India",29707.022083408,26373.0167708543,38939.1998982872
"32","GBR","IRL",5053.06324545122,4710.03277164887,5550.70011364865,"Ireland",760.976206569432,750.238324440126,778.26797620632
"33","GBR","ISL",401.036765512002,373.812124734037,440.53175505148,"Iceland",12.9099442009178,11.679485916358,14.6678266143203
"34","GBR","ISR",657.700295439683,613.051884563821,722.472078284427,"Israel",3340.54923867786,3215.01218044387,3762.38606794321
"35","GBR","ITA",4884.62780393618,4553.03167926057,5365.67677652702,"Italy",18985.5648458851,18920.2341110078,18988.4496313022
"36","GBR","JEY",1588.10559142753,1480.29601394679,1744.50575000386,NA,NA,NA,NA
"37","GBR","JPN",673.741766060163,628.004369553182,740.093348486486,"Japan",2839.28896526187,2813.2422105501,2840.42697264649
"38","GBR","KAZ",40.1036765512002,37.3812124734037,44.053175505148,"Kazakhstan",1510.9784966313,1402.19876259931,2077.89197190537
"39","GBR","KOR",312.808677099361,291.573457292549,343.614768940154,"South Korea",1112.11395622668,973.825668417965,1275.15593798181
"40","GBR","LBN",336.870883030082,314.002184776591,370.046674243243,"Lebanon",2094.44188838563,1825.66855007211,2709.60139995088
"41","GBR","LCA",112.290294343361,104.66739492553,123.348891414414,"Saint Lucia",3.52141535563815,3.0495658823446,4.28358215612523
"42","GBR","LTU",561.451471716803,523.336974627652,616.744457072072,"Lithuania",3127.89295438125,2867.31588872639,3489.27001346058
"43","GBR","LUX",505.306324545122,471.003277164887,555.070011364865,"Luxembourg",378.841884023537,378.612903226077,378.659091216107
"44","GBR","LVA",489.264853924642,456.050792175525,537.448741162805,"Latvia",1127.35534785175,1015.96111719446,1291.8630759295
"45","GBR","MAR",200.518382756001,186.906062367018,220.26587752574,"Morocco",2945.51560731259,2694.34630093891,4290.2161204976
