"","origin_country_iso_code","destination_country_iso_code","imported_cases_mid","imported_cases_low","imported_cases_high","country","incidence_mid","incidence_low","incidence_high"
"1","GBR","ARE",3455.10632010719,3220.55418797411,3795.37284852934,"United Arab Emirates",1423.88017047483,1320.21984273402,1609.07383446096
"2","GBR","AUS",9.84360774959313,9.17536805690629,10.8130280584882,NA,NA,NA,NA
"3","GBR","AUT",895.768305212975,834.958493178472,983.985553322422,"Austria",9440.93589894992,5917.70351219408,16316.5809863927
"4","GBR","BEL",2077.00123516415,1936.00266000723,2281.548920341,"Belgium",5629.3279261729,5039.29060735689,163757.226782757
"5","GBR","BGD",9.84360774959313,9.17536805690629,10.8130280584882,"Bangladesh",2129.11635894277,1908.26666666667,2327.85143858973
"6","GBR","BGR",177.184939492676,165.156625024313,194.634505052787,"Bulgaria",7894.82815993917,7117.79673827078,8861.41244175491
"7","GBR","BHR",354.369878985353,330.313250048626,389.269010105573,"Bahrain",190.185837963108,180.457426644657,215.065699117166
"8","GBR","BLR",127.966900744711,119.279784739782,140.569364760346,"Belarus",1772.07363407086,1684.21350239306,1859.80197258715
"9","GBR","BMU",137.810508494304,128.455152796688,151.382392818834,NA,NA,NA,NA
"10","GBR","BRA",541.398426227622,504.645243129846,594.716543216848,"Brazil",33966.5388756384,31557.1228142576,67845.2528977855
"11","GBR","BRB",255.933801489421,238.559569479564,281.138729520692,"Barbados",2.68792852817606,2.36774667350087,3.05534956917172
"12","GBR","BRN",9.84360774959313,9.17536805690629,10.8130280584882,"Brunei",0.0992860721351019,0.0835272939878655,0.119602456736082
"13","GBR","CAN",1604.50806318368,1495.58499327573,1762.52357353357,NA,NA,NA,NA
"14","GBR","CHE",3041.67479462428,2835.18872958404,3341.22567007284,"Switzerland",7124.11956937783,5772.42223324621,25155.3111762117
"15","GBR","CHN",98.4360774959313,91.7536805690629,108.130280584882,NA,NA,NA,NA
"16","GBR","CYP",836.706658715416,779.906284837035,919.107384971493,"Cyprus",224.382751322802,207.738196157909,254.381731054826
"17","GBR","CZE",757.957796718671,706.503340381784,832.603160503588,"Czechia",12561.9738915124,11343.1671512728,14093.2454991096
"18","GBR","DEU",13180.5907767052,12285.8178281975,14478.6445703156,"Germany",198872.212386428,145278.12366155,217286.377247578
"19","GBR","DNK",905.611912962568,844.133861235379,994.79858138091,"Denmark",1352.13551443531,1303.57242775188,1529.85877894862
"20","GBR","DZA",9.84360774959313,9.17536805690629,10.8130280584882,"Algeria",1066.75664564895,1035.07584254433,2186.52462051101
"21","GBR","ESP",7924.10423842247,7386.17128580956,8704.48758708296,"Spain",24906.5752129718,20950.5960776045,37594.3298046604
"22","GBR","EST",206.715762741456,192.682729195032,227.073589228251,"Estonia",313.528561959346,303.394769979252,325.667936779881
"23","GBR","FIN",856.393874214602,798.257020950847,940.733441088469,"Finland",514.644082536632,490.731851479434,548.04611375146
"24","GBR","FRA",4685.55728880633,4367.47519508739,5147.00135584036,"France",62290.2562336809,36914.6537180387,122473.083623285
"25","GBR","GGY",807.175835466637,752.380180666316,886.668300796028,NA,NA,NA,NA
"26","GBR","GIB",177.184939492676,165.156625024313,194.634505052787,NA,NA,NA,NA
"27","GBR","GRC",1693.10053293002,1578.16330578788,1859.84082605996,"Greece",5391.56386774354,4810.97299787391,6881.64210243858
"28","GBR","HKG",1702.94414067961,1587.33867384479,1870.65385411845,NA,NA,NA,NA
"29","GBR","HRV",167.341331743083,155.981256967407,183.821476994299,"Croatia",3543.85560545535,3137.50390176871,4099.79614608228
"30","GBR","HUN",787.48861996745,734.029444552503,865.042244679052,"Hungary",9266.87849017102,4726.7,12662.1170626394
"31","GBR","IMN",551.242033977215,513.820611186752,605.529571275336,NA,NA,NA,NA
"32","GBR","IND",2136.06288166171,1991.05486834866,2346.42708869193,"India",50134.3773510542,43407.0406018064,65998.059424947
"33","GBR","IRL",5738.8233180128,5349.23957717637,6303.99535809859,"Ireland",578.032864102345,563.490018642835,585.964219613361
"34","GBR","ISL",403.587917733318,376.190090333158,443.334150398014,"Iceland",18.7957897753158,17.5701475025203,21.0716942987414
"35","GBR","ISR",679.208934721926,633.100395926534,746.098936035682,"Israel",915.980624228175,880.553644111252,1035.27752906414
"36","GBR","ITA",6112.88041249733,5697.90356333881,6714.89042432114,"Italy",44545.5262403193,44704.8377770918,44920.2974921607
"37","GBR","JEY",1919.50351117066,1789.19677109673,2108.54047140519,NA,NA,NA,NA
"38","GBR","JOR",9.84360774959313,9.17536805690629,10.8130280584882,"Jordan",8042.43436871856,6393.39013201729,8923.13154411748
"39","GBR","JPN",738.270581219485,688.152604267972,810.977104386611,"Japan",1640.65157276584,1619.37411583684,1648.93097522584
"40","GBR","KAZ",49.2180387479657,45.8768402845314,54.0651402924408,"Kazakhstan",1504.07307114525,1393.07142442886,2085.89566975866
"41","GBR","KOR",561.085641726808,522.995979243659,616.342599333825,"South Korea",325.050854727669,284.889693936708,372.328326714918
"42","GBR","LBN",226.402978240642,211.033465308845,248.699645345227,"Lebanon",1857.20696020184,1618.2643932171,2271.88588201933
"43","GBR","LCA",49.2180387479657,45.8768402845314,54.0651402924408,"Saint Lucia",6.0801476956767,5.6201861585274,7.07734429498007
"44","GBR","LTU",787.48861996745,734.029444552503,865.042244679052,"Lithuania",1795.55092109497,1642.2906098762,2010.51744438994
"45","GBR","LUX",590.616464975588,550.522083414377,648.781683509289,"Luxembourg",587.088561782144,585.035470262855,590.259205009978
"46","GBR","LVA",620.147288224367,578.048187585096,681.220767684754,"Latvia",481.828697334956,433.1660532675,560.47768342963
