"iso_a3","exports_mid","exports_low","exports_high","incidence_mid","incidence_low","incidence_high","month","variant"
"FIN",85.8741588366769,80.044535900601,94.3312363333896,480.855588970468,457.482035915375,511.397902209674,"october",TRUE
"FRA",872.696139177728,813.452596089857,958.641189238074,73017.5783496411,43535.0649304902,143104.502531788,"october",TRUE
"GBR",NA,NA,NA,NA,NA,NA,"october",TRUE
"GGY",124.517530313181,116.064577055871,136.780292683415,NA,NA,NA,"october",TRUE
"GIB",33.2762365492123,31.0172576614829,36.5533540791885,NA,NA,NA,"october",TRUE
"GRC",706.314956431667,658.366307782443,775.874418842129,1356.90335893404,1212.77943621849,1767.73004441147,"october",TRUE
"HKG",132.031519211391,123.068473947174,145.034275862587,NA,NA,NA,"october",TRUE
"HRV",13.9545508109599,13.0072370838477,15.3288259041758,1379.28482126929,1227.79510655433,1582.39540087971,"october",TRUE
"HUN",142.765789065975,133.074040934749,156.82568040426,3271.07242343227,1576.28827037343,4510.35751440062,"october",TRUE
"IMN",66.5524730984245,62.0345153229658,73.106708158377,NA,NA,NA,"october",TRUE
"IND",266.209892393698,248.138061291863,292.426832633507,75200.9455112874,61584.4713442648,100991.233301693,"october",TRUE
"IRL",929.587769407025,866.482101124006,1021.13563330894,1548.05220088764,1522.24836373502,1569.87531501379,"october",TRUE
"ISL",111.63640648768,104.057896670781,122.630607233406,70.6079038460706,68.9499042611045,74.5607730528112,"october",TRUE
"ISR",107.342698545846,100.055669875752,117.914045416737,2548.02817362422,2448.13908629712,3027.94979376737,"october",TRUE
"ITA",1808.72447049751,1685.93803740641,1986.85166527201,25247.325085623,22749.4038503118,25936.7410971139,"october",TRUE
"JEY",366.038602041335,341.189834276312,402.086894871073,NA,NA,NA,"october",TRUE
"JOR",7.51398889820922,7.00389689130259,8.25398317917159,3481.71805552859,2731.74889346951,3864.49594478665,"october",TRUE
"JPN",80.5070239093845,75.0417524068134,88.4355340625527,646.122148138795,636.130247911876,649.914305251059,"october",TRUE
"KAZ",1.07342698545846,1.00055669875752,1.17914045416737,537.585549560183,500.40083193657,735.018484903039,"october",TRUE
"KOR",40.7902254474215,38.0211545527854,44.8073372583601,107.765838419683,94.245820301396,122.885590163938,"october",TRUE
"KWT",6.44056191275077,6.00334019254507,7.07484272500422,735.566752373575,708.546707390014,897.332938975195,"october",TRUE
"LBN",23.6153936800861,22.0122473726653,25.9410899916822,1752.01135915503,1494.35555311932,2070.18068645243,"october",TRUE
"LCA",6.44056191275077,6.00334019254507,7.07484272500422,NA,NA,NA,"october",TRUE
"LTU",180.335733557022,168.093525391262,198.095596300118,397.020104027803,361.942139804643,444.428499231573,"october",TRUE
"LUX",76.2133159675507,71.0395256117834,83.7189722458833,297.848014112276,290.58152826195,305.910281800218,"october",TRUE
"LVA",122.370676342265,114.063463658357,134.422011775081,178.099554266885,160.596329496719,202.933369425384,"october",TRUE
"MAR",22.5419666946277,21.0116906739077,24.7619495375148,3852.06543574192,3520.10149233575,5585.39177715963,"october",TRUE
"MEX",13.9545508109599,13.0072370838477,15.3288259041758,11003.2507932894,5862.77571291583,20044.8349646413,"october",TRUE
"MLT",172.821744658812,161.08962849996,189.841613120947,114.569888821502,106.290199058375,126.097155874594,"october",TRUE
"MNE",1.07342698545846,1.00055669875752,1.17914045416737,355.066653272305,330.156169630901,385.019330094539,"october",TRUE
"MYS",23.6153936800861,22.0122473726653,25.9410899916822,1811.74107592927,1616.23548969079,1901.89407559371,"october",TRUE
"NLD",956.42344404349,891.496018592944,1050.61414466312,18118.4459480479,17978.2435177748,18259.2684413662,"october",TRUE
"NOR",183.556014513397,171.095195487535,201.63301766262,444.618459830681,414.258212397387,485.196444510652,"october",TRUE
"PHL",5.3671349272923,5.00278349378757,5.89570227083685,2519.54867742225,2226.99402285569,3325.58862663478,"october",TRUE
"POL",1059.4724346475,987.54946167367,1163.81162826319,20469.55122971,17596.1169309376,25237.5162849689,"october",TRUE
"PRT",1110.99692994951,1035.57618321403,1220.41037006323,6229.31166958176,5440.11532646053,7353.78271617164,"october",TRUE
"QAT",275.870735262824,257.14307158068,303.039096721014,374.166253769856,312.007239730698,536.484846573446,"october",TRUE
"ROU",373.552590939544,348.193731167614,410.340878050245,8925.51436488675,5067.97639163155,12270.1458181111,"october",TRUE
"RUS",188.923149440689,176.097978981323,207.528719933457,21054.8461367109,19174.2849516297,25545.8636622909,"october",TRUE
"SAU",24.6888206655446,23.0128040714228,27.1202304458495,732.61177533703,607.227946594311,907.312799169627,"october",TRUE
"SGP",72.9930350111753,68.0378555155109,80.1815508833811,8.07726443552235,8.06451612903238,8.18868845367875,"october",TRUE
"SRB",13.9545508109599,13.0072370838477,15.3288259041758,819.488906224623,776.221769743981,876.833522234992,"october",TRUE
"SVK",77.2867429530092,72.0400823105409,84.8981127000506,2174.27277376985,1853.89092227161,2759.26090488035,"october",TRUE
"SVN",9.66084286912616,9.00501028881762,10.6122640875063,3159.54721252073,2076.09389862921,3856.90442290915,"october",TRUE
"SWE",286.605005117408,267.148638568256,314.830501262688,3956.74190514407,3783.5235326789,4166.89833799889,"october",TRUE
"TUN",1.07342698545846,1.00055669875752,1.17914045416737,2908.41084900323,2632.32265792073,3258.6452759578,"october",TRUE
"TUR",632.248494435034,589.327895568175,694.51372750458,6628.51974351129,4898.64520376758,41087.9128288598,"october",TRUE
"TWN",37.5699444910462,35.0194844565129,41.2699158958579,1.58404661886546,1.42476474501143,1.78196875740329,"october",TRUE
"UKR",77.2867429530092,72.0400823105409,84.8981127000506,7798.67315179221,7114.36602909808,12196.9180616157,"october",TRUE
"USA",1288.11238255015,1200.66803850901,1414.96854500084,99435.5282525926,79388.7258733958,159220.68515731,"october",TRUE
"VCT",1.07342698545846,1.00055669875752,1.17914045416737,NA,NA,NA,"october",TRUE
"ZAF",93.3881477348862,87.0484327919036,102.585219512561,4941.95263098673,4344.66780335516,5720.02400138258,"october",TRUE
"ARE",1484.79450915092,1383.99827145655,1631.02036336237,1423.88017047483,1320.21984273402,1609.07383446096,"november",FALSE
"AUS",4.23018378675475,3.94301501839473,4.64678166200108,NA,NA,NA,"november",FALSE
"AUT",384.946724594683,358.81436667392,422.857131242096,9440.93589894992,5917.70351219408,16316.5809863927,"november",FALSE
"BEL",892.568779005253,831.976168881289,980.470930682223,5629.3279261729,5039.29060735689,163757.226782757,"november",FALSE
"BGD",4.23018378675475,3.94301501839473,4.64678166200108,2129.11635894277,1908.26666666667,2327.85143858973,"november",FALSE
"BGR",76.1433081615854,70.974270331105,83.6420699160191,7894.82815993917,7117.79673827078,8861.41244175491,"november",FALSE
"BHR",152.286616323171,141.94854066221,167.284139832038,190.185837963108,180.457426644657,215.065699117166,"november",FALSE
"BLR",54.9923892278119,51.2591952391316,60.4081616060137,1772.07363407086,1684.21350239306,1859.80197258715,"november",FALSE
"BMU",59.2225730145666,55.2022102575262,65.0549432680147,NA,NA,NA,"november",FALSE
"BRA",232.660108271511,216.86582601171,255.572991410058,33966.5388756384,31557.1228142576,67845.2528977855,"november",FALSE
"BRB",109.984778455623,102.518390478263,120.816323212027,2.68792852817606,2.36774667350087,3.05534956917172,"november",FALSE
"BRN",4.23018378675475,3.94301501839473,4.64678166200108,0.0992860721351019,0.0835272939878655,0.119602456736082,"november",FALSE
"CAN",689.519957241025,642.711447998343,757.425410906172,NA,NA,NA,"november",FALSE
"CHE",1307.12679010722,1218.39164068397,1435.85553355833,7124.11956937783,5772.42223324621,25155.3111762117,"november",FALSE
"CHN",42.3018378675475,39.4301501839473,46.4678166200108,NA,NA,NA,"november",FALSE
"CYP",359.565621874154,335.156276563552,394.97644127009,224.382751322802,207.738196157909,254.381731054826,"november",FALSE
"CZE",325.724151580116,303.612156416394,357.802187974081,12561.9738915124,11343.1671512728,14093.2454991096,"november",FALSE
"DEU",5664.21609046462,5279.69710963053,6222.0406454194,198872.212386428,145278.12366155,217286.377247578,"november",FALSE
"DNK",389.176908381437,362.757381692315,427.503912904097,1352.13551443531,1303.57242775188,1529.85877894862,"november",FALSE
"DZA",4.23018378675475,3.94301501839473,4.64678166200108,1066.75664564895,1035.07584254433,2186.52462051101,"november",FALSE
"ESP",3405.29794833758,3174.12708980776,3740.65923791085,24906.5752129718,20950.5960776045,37594.3298046604,"november",FALSE
"EST",88.83385952185,82.8033153862893,97.5824149020221,313.528561959346,303.394769979252,325.667936779881,"november",FALSE
"FIN",368.025989447664,343.042306600341,404.270004594092,514.644082536632,490.731851479434,548.04611375146,"november",FALSE
"FRA",2013.56748249526,1876.87514875589,2211.8680711125,62290.2562336809,36914.6537180387,122473.083623285,"november",FALSE
"GBR",NA,NA,NA,NA,NA,NA,"november",FALSE
"GGY",346.87507051389,323.327231508368,381.036096284086,NA,NA,NA,"november",FALSE
"GIB",76.1433081615854,70.974270331105,83.6420699160191,NA,NA,NA,"november",FALSE
"GRC",727.591611321819,678.198583163893,799.24644586418,5391.56386774354,4810.97299787391,6881.64210243858,"november",FALSE
"HKG",731.821795108572,682.141598182289,803.893227526182,NA,NA,NA,"november",FALSE
"HRV",71.9131243748307,67.0312553127104,78.9952882540181,3543.85560545535,3137.50390176871,4099.79614608228,"november",FALSE
"HUN",338.41470294038,315.441201471578,371.742532960084,9266.87849017102,4726.7,12662.1170626394,"november",FALSE
"IMN",236.890292058266,220.808841030105,260.219773072059,NA,NA,NA,"november",FALSE
"IND",917.949881725782,855.634258991654,1008.35162065423,50134.3773510542,43407.0406018064,65998.059424947,"november",FALSE
"IRL",2466.19714767802,2298.77775572413,2709.07370894661,578.032864102345,563.490018642835,585.964219613361,"november",FALSE
"ISL",173.437535256945,161.663615754184,190.518048142043,18.7957897753158,17.5701475025203,21.0716942987414,"november",FALSE
"ISR",291.882681286078,272.068036269236,320.627934678073,915.980624228175,880.553644111252,1035.27752906414,"november",FALSE
"ITA",2626.9441315747,2448.61232642313,2885.65141210265,44545.5262403193,44704.8377770918,44920.2974921607,"november",FALSE
"JEY",824.885838417177,768.887928586974,906.122424090206,NA,NA,NA,"november",FALSE
"JOR",4.23018378675475,3.94301501839473,4.64678166200108,8042.43436871856,6393.39013201729,8923.13154411748,"november",FALSE
"JPN",317.263784006607,295.726126379605,348.508624650079,1640.65157276584,1619.37411583684,1648.93097522584,"november",FALSE
"KAZ",21.1509189337738,19.7150750919736,23.2339083100053,1504.07307114525,1393.07142442886,2085.89566975866,"november",FALSE
"KOR",241.120475845021,224.7518560485,264.86655473406,325.050854727669,284.889693936708,372.328326714918,"november",FALSE
"LBN",97.2942270953594,90.6893454230789,106.875978226024,1857.20696020184,1618.2643932171,2271.88588201933,"november",FALSE
"LCA",21.1509189337738,19.7150750919736,23.2339083100053,6.0801476956767,5.6201861585274,7.07734429498007,"november",FALSE
"LTU",338.41470294038,315.441201471578,371.742532960084,1795.55092109497,1642.2906098762,2010.51744438994,"november",FALSE
"LUX",253.811027205285,236.580901103684,278.806899720063,587.088561782144,585.035470262855,590.259205009978,"november",FALSE
"LVA",266.50157856555,248.409946158868,292.747244706067,481.828697334956,433.1660532675,560.47768342963,"november",FALSE
"MAR",76.1433081615854,70.974270331105,83.6420699160191,5357.93693470441,4910.40275155655,7713.61794280142,"november",FALSE
"MEX",42.3018378675475,39.4301501839473,46.4678166200108,11523.0402655334,6286.03463419822,20250.3750877428,"november",FALSE
"MLT",262.271394778795,244.466931140473,288.100463044065,188.168625697536,174.339739750365,205.883370868207,"november",FALSE
"MYS",122.675329815888,114.347435533447,134.75666819803,2189.55329318831,2090.62687184128,2309.74574195789,"november",FALSE
"NLD",2072.79005550983,1932.07735901342,2276.92301438051,9110.82192340894,9037.23146282528,9184.98518441309,"november",FALSE
"NOR",507.622054410572,473.161802207366,557.613799440127,883.097312645299,823.873860851617,973.247887905833,"november",FALSE
"PHL",12.6905513602643,11.8290450551842,13.9403449860032,1920.24592096143,1696.73363628561,2541.05886651686,"november",FALSE
"POL",1679.38296334164,1565.37696230271,1844.77231981442,45475.7747982896,39141.7160823815,55931.5807314642,"november",FALSE
"PRI",21.1509189337738,19.7150750919736,23.2339083100053,NA,NA,NA,"november",FALSE
"PRT",1366.34936312179,1273.5938509415,1500.91047682634,13299.1825782166,11629.7439524779,15677.8565075519,"november",FALSE
"QAT",1074.46668183571,1001.52581467226,1180.28254214827,360.728926355082,299.227411312875,516.464544301002,"november",FALSE
"ROU",554.154076064873,516.534967409708,608.728397722139,16099.0432432244,8844.35347432463,22046.2802145175,"november",FALSE
"RUS",642.987935586725,599.338282796001,706.310812624161,34198.6330898428,30555.3912880944,41744.624306699,"november",FALSE
"SAU",38.0716540807928,35.4871351655526,41.8210349580095,634.145827208296,526.674592429892,786.024439460588,"november",FALSE
"SGP",342.644886727135,319.384216489973,376.389314622085,6.78894916479951,6.76666666666667,6.99084190311907,"november",FALSE
"SRB",42.3018378675475,39.4301501839473,46.4678166200108,6131.5031952861,5992.84223722333,6278.82365957604,"november",FALSE
"SVK",131.135697389397,122.233465570237,144.050231522033,2929.28189137576,2512.07595125022,3661.28490684773,"november",FALSE
"SVN",4.23018378675475,3.94301501839473,4.64678166200108,5092.04647004475,3294.3879628479,6224.85999862297,"november",FALSE
"SWE",613.376649079438,571.737177667235,673.783340990152,10475.3924551233,9994.53823093895,11058.271573367,"november",FALSE
"TUR",583.765362572155,544.136072538474,641.255869356143,23165.4741826687,16168.77571008,147738.403686443,"november",FALSE
"TWN",148.056432536417,138.005525643816,162.637358170037,4.29787735044407,4.05277716486547,4.68220461715856,"november",FALSE
"UKR",186.128086617209,173.492660809368,204.458393128047,14244.1333370539,12968.188757135,22337.6092276189,"november",FALSE
"USA",5143.90348469376,4794.70626236797,5650.48650099329,203351.988875782,185394.628906567,332405.892307832,"november",FALSE
"VCT",4.23018378675475,3.94301501839473,4.64678166200108,NA,NA,NA,"november",FALSE
"ZAF",304.573232646342,283.897081324421,334.568279664076,6720.98231044516,5906.12068084724,7782.63736345612,"november",FALSE
"ARE",1970.31181095627,1836.55591651756,2164.35248516697,1423.88017047483,1320.21984273402,1609.07383446096,"november",TRUE
"AUS",5.61342396283838,5.23235303851156,6.16624639648713,NA,NA,NA,"november",TRUE
"AUT",510.821580618292,476.144126504552,561.128422080326,9440.93589894992,5917.70351219408,16316.5809863927,"november",TRUE
"BEL",1184.4324561589,1104.02649112594,1301.07798965878,5629.3279261729,5039.29060735689,163757.226782757,"november",TRUE
"BGD",5.61342396283838,5.23235303851156,6.16624639648713,2129.11635894277,1908.26666666667,2327.85143858973,"november",TRUE
"BGR",101.041631331091,94.182354693208,110.992435136768,7894.82815993917,7117.79673827078,8861.41244175491,"november",TRUE
"BHR",202.083262662182,188.364709386416,221.984870273535,190.185837963108,180.457426644657,215.065699117166,"november",TRUE
"BLR",72.9745115168991,68.0205895006504,80.1612031543323,1772.07363407086,1684.21350239306,1859.80197258715,"november",TRUE
"BMU",78.5879354797374,73.2529425391618,86.3274495508193,NA,NA,NA,"november",TRUE
"BRA",308.738317956111,287.779417118136,339.14355180679,33966.5388756384,31557.1228142576,67845.2528977855,"november",TRUE
"BRB",145.949023033798,136.041179001301,160.322406308665,2.68792852817606,2.36774667350087,3.05534956917172,"november",TRUE
"BRN",5.61342396283838,5.23235303851156,6.16624639648713,0.0992860721351019,0.0835272939878655,0.119602456736082,"november",TRUE
"CAN",914.988105942655,852.873545277387,1005.0981626274,NA,NA,NA,"november",TRUE
"CHE",1734.54800451706,1616.79708890007,1905.37013651451,7124.11956937783,5772.42223324621,25155.3111762117,"november",TRUE
"CHN",56.1342396283838,52.3235303851156,61.6624639648713,NA,NA,NA,"november",TRUE
"CYP",477.141036841262,444.750008273483,524.130943701403,224.382751322802,207.738196157909,254.381731054826,"november",TRUE
"CZE",432.233645138555,402.89118396539,474.800972529507,12561.9738915124,11343.1671512728,14093.2454991096,"november",TRUE
"DEU",7516.37468624058,7006.12071856697,8256.6039248962,198872.212386428,145278.12366155,217286.377247578,"november",TRUE
"DNK",516.435004581131,481.376479543064,567.294668476813,1352.13551443531,1303.57242775188,1529.85877894862,"november",TRUE
"DZA",5.61342396283838,5.23235303851156,6.16624639648713,1066.75664564895,1035.07584254433,2186.52462051101,"november",TRUE
"ESP",4518.80629008489,4212.0441960018,4963.82834917211,24906.5752129718,20950.5960776045,37594.3298046604,"november",TRUE
"EST",117.881903219606,109.879413808743,129.491174326229,313.528561959346,303.394769979252,325.667936779881,"november",TRUE
"FIN",488.367884766938,455.214714350506,536.463436494377,514.644082536632,490.731851479434,548.04611375146,"november",TRUE
"FRA",2671.98980631107,2490.6000463315,2935.13328472786,62290.2562336809,36914.6537180387,122473.083623285,"november",TRUE
"GBR",NA,NA,NA,NA,NA,NA,"november",TRUE
"GGY",460.300764952747,429.052949157948,505.632204511942,NA,NA,NA,"november",TRUE
"GIB",101.041631331091,94.182354693208,110.992435136768,NA,NA,NA,"november",TRUE
"GRC",965.508921608201,899.964722623987,1060.59438019578,5391.56386774354,4810.97299787391,6881.64210243858,"november",TRUE
"HKG",971.122345571038,905.197075662501,1066.76062659227,NA,NA,NA,"november",TRUE
"HRV",95.4282073682523,88.9500016546966,104.826188740281,3543.85560545535,3137.50390176871,4099.79614608228,"november",TRUE
"HUN",449.07391702707,418.588243080925,493.299711718968,9266.87849017102,4726.7,12662.1170626394,"november",TRUE
"IMN",314.351741918949,293.011770156647,345.309798203277,NA,NA,NA,"november",TRUE
"IND",1218.11299993593,1135.42060935701,1338.0754680377,50134.3773510542,43407.0406018064,65998.059424947,"november",TRUE
"IRL",3272.62617033478,3050.46182145224,3594.92164915198,578.032864102345,563.490018642835,585.964219613361,"november",TRUE
"ISL",230.150382476373,214.526474578974,252.816102255971,18.7957897753158,17.5701475025203,21.0716942987414,"november",TRUE
"ISR",387.326253435848,361.032359657298,425.471001357609,915.980624228175,880.553644111252,1035.27752906414,"november",TRUE
"ITA",3485.93628092263,3249.29123691568,3829.23901221849,44545.5262403193,44704.8377770918,44920.2974921607,"november",TRUE
"JEY",1094.61767275348,1020.30884250976,1202.41804731498,NA,NA,NA,"november",TRUE
"JOR",5.61342396283838,5.23235303851156,6.16624639648713,8042.43436871856,6393.39013201729,8923.13154411748,"november",TRUE
"JPN",421.006797212878,392.426477888367,462.468479736532,1640.65157276584,1619.37411583684,1648.93097522584,"november",TRUE
"KAZ",28.0671198141919,26.1617651925578,30.8312319824355,1504.07307114525,1393.07142442886,2085.89566975866,"november",TRUE
"KOR",319.965165881787,298.244123195159,351.476044599765,325.050854727669,284.889693936708,372.328326714918,"november",TRUE
"LBN",129.108751145283,120.344119885766,141.823667119203,1857.20696020184,1618.2643932171,2271.88588201933,"november",TRUE
"LCA",28.0671198141919,26.1617651925578,30.8312319824355,6.0801476956767,5.6201861585274,7.07734429498007,"november",TRUE
"LTU",449.07391702707,418.588243080925,493.299711718968,1795.55092109497,1642.2906098762,2010.51744438994,"november",TRUE
"LUX",336.805437770303,313.941182310693,369.974783789226,587.088561782144,585.035470262855,590.259205009978,"november",TRUE
"LVA",353.645709658818,329.638241426228,388.473522978687,481.828697334956,433.1660532675,560.47768342963,"november",TRUE
"MAR",101.041631331091,94.182354693208,110.992435136768,5357.93693470441,4910.40275155655,7713.61794280142,"november",TRUE
"MEX",56.1342396283838,52.3235303851156,61.6624639648713,11523.0402655334,6286.03463419822,20250.3750877428,"november",TRUE
"MLT",348.032285695979,324.405888387717,382.3072765822,188.168625697536,174.339739750365,205.883370868207,"november",TRUE
"MYS",162.789294922313,151.738238116835,178.821145498126,2189.55329318831,2090.62687184128,2309.74574195789,"november",TRUE
"NLD",2750.5777417908,2563.85298887066,3021.46073427868,9110.82192340894,9037.23146282528,9184.98518441309,"november",TRUE
"NOR",673.610875540608,627.882364621384,739.949567578453,883.097312645299,823.873860851617,973.247887905833,"november",TRUE
"PHL",16.8402718885151,15.6970591155347,18.4987391894613,1920.24592096143,1696.73363628561,2541.05886651686,"november",TRUE
"POL",2228.52931324683,2077.24415628909,2447.99981940538,45475.7747982896,39141.7160823815,55931.5807314642,"november",TRUE
"PRI",28.0671198141919,26.1617651925578,30.8312319824355,NA,NA,NA,"november",TRUE
"PRT",1813.13593999679,1690.05003143923,1991.69758606533,13299.1825782166,11629.7439524779,15677.8565075519,"november",TRUE
"QAT",1425.80968656095,1329.01767178194,1566.22658470772,360.728926355082,299.227411312875,516.464544301002,"november",TRUE
"ROU",735.358539131827,685.438248045012,807.778277939811,16099.0432432244,8844.35347432463,22046.2802145175,"november",TRUE
"RUS",853.240442351435,795.317661853759,937.269452266039,34198.6330898428,30555.3912880944,41744.624306699,"november",TRUE
"SAU",50.5208156655454,47.091177346604,55.4962175683839,634.145827208296,526.674592429892,786.024439460588,"november",TRUE
"SGP",454.687340989908,423.820596119436,499.465958115455,6.78894916479951,6.76666666666667,6.99084190311907,"november",TRUE
"SRB",56.1342396283838,52.3235303851156,61.6624639648713,6131.5031952861,5992.84223722333,6278.82365957604,"november",TRUE
"SVK",174.01614284799,162.202944193858,191.1536382911,2929.28189137576,2512.07595125022,3661.28490684773,"november",TRUE
"SVN",5.61342396283838,5.23235303851156,6.16624639648713,5092.04647004475,3294.3879628479,6224.85999862297,"november",TRUE
"SWE",813.946474611562,758.691190584175,894.105727490628,10475.3924551233,9994.53823093895,11058.271573367,"november",TRUE
"TUR",774.652506871695,722.064719314596,850.942002715217,23165.4741826687,16168.77571008,147738.403686443,"november",TRUE
"TWN",196.469838699343,183.132356347905,215.818623877048,4.29787735044407,4.05277716486547,4.68220461715856,"november",TRUE
"UKR",246.990654364889,230.223533694509,271.314841445432,14244.1333370539,12968.188757135,22337.6092276189,"november",TRUE
"USA",6825.92353881144,6362.54129483003,7498.15561812831,203351.988875782,185394.628906567,332405.892307832,"november",TRUE
"VCT",5.61342396283838,5.23235303851156,6.16624639648713,NA,NA,NA,"november",TRUE
"ZAF",404.166525324363,376.729418772832,443.969740547071,6720.98231044516,5906.12068084724,7782.63736345612,"november",TRUE
"ARE",211.750011642422,197.375224846167,232.60362211907,1362.28897652206,1277.44053153879,1532.82926794742,"december",FALSE
"AUT",46.9218775798549,43.7365555056847,51.5428480832028,4884.00135782278,2527.70967741936,7554.40096002448,"december",FALSE
"BEL",111.890631151962,104.294863128941,122.909868506099,2455.34075372115,2230.67742987519,68137.4481531436,"december",FALSE
"BGR",5.61458364203395,5.2334339921332,6.16752028346016,5349.11633546432,4822.36559717239,6004.27051931367,"december",FALSE
"BHR",18.8489593696853,17.5693855450187,20.705246665902,189.766578226883,184.489881349577,211.576866231528,"december",FALSE
"BLR",5.21354195331719,4.85961727840942,5.72698312035589,2251.02036254205,2142.89140826139,2367.20752054468,"december",FALSE
"BMU",6.41666701946736,5.98106741958083,7.0485946096688,NA,NA,NA,"december",FALSE
"BRA",21.6562511907023,20.1861025410853,23.7890068076321,52041.4197390311,48261.5782895393,103947.046446338,"december",FALSE
"BRB",30.0781266537532,28.0362535292851,33.0402872328224,4.59440219907055,4.14668155398339,5.15271528853864,"december",FALSE
"BRN",0.802083377433419,0.747633427447604,0.881074326208597,0.317137085211523,0.267279794185616,0.382578307086948,"december",FALSE
"CAN",60.1562533075066,56.0725070585702,66.0805744656448,NA,NA,NA,"december",FALSE
"CHE",189.692718763003,176.815305591358,208.374078148333,4977.00042777998,4039.48387096774,17189.5776319704,"december",FALSE
"CHN",1.60416675486683,1.49526685489521,1.76214865241719,NA,NA,NA,"december",FALSE
"COL",0.802083377433419,0.747633427447604,0.881074326208597,12083.4634928381,11084.2273918567,28007.7946701347,"december",FALSE
"CRI",0.401041688716709,0.373816713723801,0.440537163104299,1401.52719835454,1281.00513603305,1609.79821075254,"december",FALSE
"CYP",30.0781266537532,28.0362535292851,33.0402872328224,383.781081578141,369.483871079561,422.714105494165,"december",FALSE
"CZE",40.1041688716709,37.3816713723801,44.0537163104299,13167.9373054023,11894.1368821679,14868.9651157687,"december",FALSE
"DEU",535.390654436804,499.045312821275,588.117112744238,268282.761227726,196078.08317372,293407.14726731,"december",FALSE
"DNK",62.5625034398068,58.3154073409132,68.7237974442707,2740.30610021432,2687.14476329569,3016.33889183567,"december",FALSE
"ESP",365.750020109638,340.920842916107,401.76989275112,12902.0996925085,10892.5048651361,19375.1706751973,"december",FALSE
"EST",8.82291715176761,8.22396770192362,9.69181758829456,564.435124594312,550.351475057235,583.000372346239,"december",FALSE
"FIN",29.2760432763198,27.2886201018375,32.1592129066138,558.882640714707,534.965636391724,593.747624724233,"december",FALSE
"FRA",285.541682366297,266.157500171347,313.66246013026,25090.9437858947,14837.8489006014,49433.5787170662,"december",FALSE
"GBR",NA,NA,NA,NA,NA,NA,"december",FALSE
"GGY",38.9010438055208,36.2602212312087,42.732104821117,NA,NA,NA,"december",FALSE
"GIB",6.41666701946736,5.98106741958083,7.0485946096688,NA,NA,NA,"december",FALSE
"GRC",46.1197942024215,42.9889220782372,50.6617737569941,3347.80490834674,2984.79747043672,4260.38827779233,"december",FALSE
"HKG",52.9375029106053,49.3438062115417,58.1509055297676,NA,NA,NA,"december",FALSE
"HRV",2.80729182101696,2.61671699606661,3.08376014173009,3883.86879053331,3449.0298739473,4458.33125110645,"december",FALSE
"HUN",37.2968770506539,34.7649543763135,40.9699561686997,6861.21409662886,3399.74193548387,9430.2838309035,"december",FALSE
"IMN",22.4583345681357,20.9337359685329,24.6700811338407,NA,NA,NA,"december",FALSE
"IND",70.1822955254243,65.4179249016653,77.0940035432523,29707.022083408,26373.0167708543,38939.1998982872,"december",FALSE
"IRL",252.656263891526,235.504529645995,277.538412755708,760.976206569432,750.238324440126,778.26797620632,"december",FALSE
"ISL",20.0520844358355,18.6908356861901,22.0268581552149,12.9099442009178,11.679485916358,14.6678266143203,"december",FALSE
"ISR",32.8854184747701,30.6529705253517,36.1240473745525,3340.54923867786,3215.01218044387,3762.38606794321,"december",FALSE
"ITA",244.234388428476,227.654378657795,268.287132330518,18985.5648458851,18920.2341110078,18988.4496313022,"december",FALSE
"JEY",79.4062543659085,74.0157093173129,87.2263582946511,NA,NA,NA,"december",FALSE
"JPN",33.6875018522035,31.4006039527993,37.0051217007611,2839.28896526187,2813.2422105501,2840.42697264649,"december",FALSE
"KAZ",2.00520844358355,1.86908356861901,2.20268581552149,1510.9784966313,1402.19876259931,2077.89197190537,"december",FALSE
"KOR",15.6406258599516,14.5788518352283,17.1809493610676,1112.11395622668,973.825668417965,1275.15593798181,"december",FALSE
"LBN",16.8437509261018,15.7003019763997,18.5025608503805,2094.44188838563,1825.66855007211,2709.60139995088,"december",FALSE
"LCA",5.61458364203395,5.2334339921332,6.16752028346016,3.52141535563815,3.0495658823446,4.28358215612523,"december",FALSE
"LTU",28.0729182101697,26.1671699606661,30.8376014173009,3127.89295438125,2867.31588872639,3489.27001346058,"december",FALSE
"LUX",25.2656263891526,23.5504529645995,27.7538412755708,378.841884023537,378.612903226077,378.659091216107,"december",FALSE
"LVA",24.4635430117192,22.8028195371519,26.8727669493622,1127.35534785175,1015.96111719446,1291.8630759295,"december",FALSE
"MAR",10.0260422179177,9.34541784309501,11.0134290776075,2945.51560731259,2694.34630093891,4290.2161204976,"december",FALSE
"MEX",10.4270839066344,9.71923455681882,11.4539662407118,18111.4937436784,10082.2919940714,30890.8567654074,"december",FALSE
"MLT",19.250001058402,17.9432022587425,21.1457838290063,154.914215458038,144.102902666087,168.165866887079,"december",FALSE
"MYS",10.8281255953511,10.0930512705426,11.8945034038161,2113.94934196486,1999.51296196968,2264.0597078841,"december",FALSE
"NLD",295.567724584215,275.502918014441,324.675889207868,10997.4206202038,10923.9684531418,11071.6029828676,"december",FALSE
"NOR",36.0937519845038,33.6435042351421,39.6483446793869,612.145292255065,564.386412356172,681.451576924853,"december",FALSE
"PHL",2.00520844358355,1.86908356861901,2.20268581552149,1529.7131892788,1370.81210567126,2016.43880073674,"december",FALSE
